ticker,name,role,education_secondary,education_bachelor,education_master,education_doctoral,education_level_unknown,has_mba_emba,has_foreign_education,has_professional_retraining,has_law_education,has_economics_education,publications_count,publications_count_is_lower_bound,has_research_experience,research_experience_years,patents_count,patents_count_is_lower_bound,experience_years_same_sector,experience_years_same_industry,experience_years_same_industry_group,professional_experience_years,has_experience_same_sector,has_experience_same_industry,has_experience_same_industry_group,has_other_company_management,current_company_experience_years,is_ceo
DIAS,Клишина Екатерина Александровна,"Руководитель Службы внутреннего аудита ПАО ""Диасофт""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,16,16,16,16,1,1,1,0,10,False
DIAS,Лебедев Дмитрий Владимирович,"Член Ревизионной комиссии ПАО ""Диасофт""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,20,20,20,20,1,1,1,1,3,False
DIAS,Ляшков Александр Анатольевич,"Член Ревизионной комиссии ПАО ""Диасофт""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,24,24,24,24,1,1,1,1,17,False
DIAS,Таскаева Татьяна Петровна,"Руководитель по работе с инвесторами и акционерами ПАО ""Диасофт""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,0,1,False
DVEC,Ажимов Олег Евгеньевич,"Председатель Ревизионной комиссии ПАО ""ДЭК""; руководитель Службы внутреннего аудита ПАО ""РусГидро""",0,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
DVEC,Бельченко Антон Леонидович,"Член Совета директоров ПАО ""ДЭК""; заместитель директора Департамента по анализу рынков ПАО ""РусГидро""",0,0,1,0,0,0,0,0,0,1,3.0,0,1,4,0.0,0,2,2,2,2,1,1,1,1,2,False
DVEC,Борисенко Вера Валентиновна,"Член Совета директоров ПАО ""ДЭК""; начальник Управления перспективных продаж ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
DVEC,Власов Алексей Валерьевич,"Председатель Совета директоров ПАО ""ДЭК""; заместитель директора департамента по работе на рынках Департамента по работе на оптовом рынке электроэнергии и мощности и анализа рынков ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
DVEC,Доланова Елена Федоровна,"Член Ревизионной комиссии ПАО ""ДЭК""; начальник Управления риск-менеджмента ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
DVEC,Дьяченко Ксения Юрьевна,"Член Ревизионной комиссии ПАО ""ДЭК""; ведущий специалист Контрольно-ревизионного управления ""Дальний Восток"" ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
DVEC,Кабанова Лариса Владимировна,"Член Совета директоров ПАО ""ДЭК""; директор Департамента корпоративных финансов ПАО ""РусГидро""",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,7,2,7,7,1,1,1,1,2,False
DVEC,Кимерин Владимир Анатольевич,"Генеральный директор АО ""ЭСК РусГидро""; полномочия единоличного исполнительного органа ПАО ""ДЭК"" переданы АО ""ЭСК РусГидро""",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,22,15,22,22,1,1,1,1,0,True
DVEC,Коломиец Владимир Александрович,"Член Ревизионной комиссии ПАО ""ДЭК""; главный специалист Контрольно-ревизионного управления ""Дальний Восток"" ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,1,1,1,1,1,1,1,False
DVEC,Коптяков Станислав Сергеевич,"Член Совета директоров ПАО ""ДЭК""; директор Департамента корпоративного управления ПАО ""РусГидро""",0,0,1,0,0,0,0,1,1,1,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
DVEC,Меделец Светлана Юрьевна,"Член Ревизионной комиссии ПАО ""ДЭК""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,4,1,4,4,1,1,1,0,1,False
DVEC,Осенкова Ксения Геннадьевна,"Член Совета директоров ПАО ""ДЭК""; начальник Управления нормативного обеспечения и взаимодействия с инфраструктурными организациями ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
DVEC,Сорокин Роман Юрьевич,"Член Совета директоров ПАО ""ДЭК""; начальник Управления корпоративного развития и сопровождения сделок ПАО ""РусГидро""",0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,25,11,25,26,1,1,1,1,1,False
DVEC,Стороженко Виталий Анатольевич,"Член Совета директоров ПАО ""ДЭК""; исполнительный директор ПАО ""ДЭК""",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,0,2,False
DVEC,Тюльпанов Евгений Викторович,"Член Совета директоров ПАО ""ДЭК""; начальник Управления методологии и корпоративного взаимодействия Департамента управления имуществом ПАО ""РусГидро""",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
ELFV,Атцени Москвитин Матвей Владимирович,"Заместитель генерального директора - Коммерческий директор; член Правления ПАО ""ЭЛ5-Энерго"".",0,0,0,0,1,1,1,0,0,1,0.0,0,0,0,0.0,0,25,25,25,25,1,1,1,1,20,False
ELFV,Верещагин Михаил Игоревич,"Заместитель генерального директора - Директор по персоналу и организационному развитию; член Правления ПАО ""ЭЛ5-Энерго"".",0,0,1,0,0,0,1,0,0,0,0.0,0,1,6,0.0,0,5,5,5,31,1,1,1,1,5,False
ELFV,Косменюк Олег Николаевич,"Заместитель генерального директора - Директор по генерации; член Правления ПАО ""ЭЛ5-Энерго"".",0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,17,17,17,21,1,1,1,1,17,False
ELFV,Леонова Нина Васильевна,"Заместитель генерального директора - Финансовый директор; член Правления ПАО ""ЭЛ5-Энерго"".",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,17,17,17,17,1,1,1,0,17,False
ELFV,Рачкин Сергей Владимирович,"Заместитель генерального директора - Директор по безопасности; член Правления ПАО ""ЭЛ5-Энерго"".",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,29,29,29,29,1,1,1,0,21,False
ELFV,Рожина Лариса Николаевна,"Директор по внутреннему аудиту / руководитель подразделения внутреннего аудита ПАО ""ЭЛ5-Энерго"".",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,6,1,1,1,1,3,False
ELFV,Седова Жанна Игоревна,"Заместитель генерального директора - Директор по правовым вопросам и корпоративным отношениям; член Правления ПАО ""ЭЛ5-Энерго"".",0,0,0,1,0,0,0,0,1,0,0.0,0,1,35,0.0,0,36,28,36,43,1,1,1,0,28,False
ELFV,Тналин Алибек Айбекович,"Генеральный директор; Председатель Правления ПАО ""ЭЛ5-Энерго"" в 2024 году.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,5,5,5,16,1,1,1,1,3,True
ELFV,Юзефович Елена Константиновна,"Старший менеджер по контролю рисков (Группа контроля рисков); руководитель подразделения внутреннего контроля и управления рисками ПАО ""ЭЛ5-Энерго"" согласно CSV.",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,10,10,10,10,1,1,1,0,10,False
ENPG,Бахтина Ирина,"Директор по устойчивому развитию МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,0,1,0,1,1,0,0,1,0.0,0,0,0,0.0,0,12,12,12,29,1,1,1,1,1,False
ENPG,Галенская Людмила Петровна,"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,9,3,9,48,1,1,1,1,3,False
ENPG,Гераскин Вадим Викторович,"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,6,6,6,23,1,1,1,1,6,False
ENPG,Горбатова Анастасия Владимировна,"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,5,5,5,5,1,1,1,0,5,False
ENPG,Данилов Александр,"Директор по правовым вопросам МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,1,1,0,1,1,0.0,0,0,0,0.0,0,6,6,6,21,1,1,1,0,6,False
ENPG,Джеймс У. Рэйдер (J.W. Rader),"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0.0,0,3,3,3,41,1,1,1,1,3,False
ENPG,Джеймс Шваб (James Schwab),"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,1,0,0,0,1,1,0,0,1,0.0,0,0,0,0.0,0,2,2,2,41,1,1,1,1,2,False
ENPG,Колмогоров Владимир Васильевич,"Генеральный директор МКПАО ""ЭН+ ГРУП"" с 23 мая 2024 года",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,9,9,9,35,1,1,1,1,9,True
ENPG,Конопацкий Виктор,"Директор по связям с государственными органами МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,1,0,0,False
ENPG,Кристофер Бэнкрофт Бернэм (Christopher Bancroft Burnham),"Председатель Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,6,6,6,30,1,1,1,1,6,False
ENPG,Малевинская Анна Александровна,"Финансовый директор МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,0,1,0,0,0,0,0,1,0.0,0,0,0,0.0,0,23,23,23,23,1,1,1,1,8,False
ENPG,Плугарь Андрей Георгиевич,"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,2,2,2,2,1,1,1,1,2,False
ENPG,Погосбеков Давид Дешенович,"Директор по коммерции МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,1,0,0,0,1,0.0,0,0,0,0.0,0,6,6,6,19,1,1,1,1,6,False
ENPG,Санарова Ольга,"Директор по связям с общественностью МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,19,19,19,25,1,1,1,1,0,False
ENPG,Тэргуд Маршалл Мл. (Thurgood Marshall Jr.),"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0,4,4,4,9,1,1,1,1,4,False
ENPG,Филина Ольга Владимировна,"Член Совета директоров МКПАО ""ЭН+ ГРУП"" в 2024 году",0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0.0,0,4,4,4,4,1,1,1,0,4,False
